series_id,trend_type,lot_id,wafer_id,equipment_id,process_step,sensor_name,target,sigma,anomaly_start,detail
persistent_low_039,persistent_low,LOT-2026-0199,W16,EQP-06,PHOTO,particle_count,99.049,0.803,13,sustained low-side control-limit breach
persistent_low_040,persistent_low,LOT-2026-0200,W23,EQP-05,PVD,critical_dimension_nm,99.433,0.874,15,sustained low-side control-limit breach
gradual_up_drift_001,gradual_up_drift,LOT-2026-0201,W15,EQP-07,CMP,particle_count,98.759,0.993,13,monotonic upward drift; slope=0.203
gradual_up_drift_002,gradual_up_drift,LOT-2026-0202,W23,EQP-01,CVD,rf_power_w,99.295,0.949,13,monotonic upward drift; slope=0.235
gradual_up_drift_003,gradual_up_drift,LOT-2026-0203,W19,EQP-11,ION_IMPLANT,temperature_c,98.894,1.013,14,monotonic upward drift; slope=0.261
gradual_up_drift_004,gradual_up_drift,LOT-2026-0204,W09,EQP-04,ETCH,etch_rate_nm_min,100.917,1.085,17,monotonic upward drift; slope=0.218
gradual_up_drift_005,gradual_up_drift,LOT-2026-0205,W08,EQP-12,CVD,rf_power_w,100.787,1.031,15,monotonic upward drift; slope=0.216
gradual_up_drift_006,gradual_up_drift,LOT-2026-0206,W25,EQP-01,DIFFUSION,overlay_error_nm,99.322,1.284,14,monotonic upward drift; slope=0.251
gradual_up_drift_007,gradual_up_drift,LOT-2026-0207,W03,EQP-04,PHOTO,particle_count,99.519,0.897,12,monotonic upward drift; slope=0.165
gradual_up_drift_008,gradual_up_drift,LOT-2026-0208,W02,EQP-08,METROLOGY,critical_dimension_nm,98.719,1.343,14,monotonic upward drift; slope=0.345
gradual_up_drift_009,gradual_up_drift,LOT-2026-0209,W14,EQP-06,CMP,etch_rate_nm_min,99.617,1.341,15,monotonic upward drift; slope=0.219
gradual_up_drift_010,gradual_up_drift,LOT-2026-0210,W06,EQP-07,PVD,chamber_pressure_mTorr,101.162,1.248,13,monotonic upward drift; slope=0.270
gradual_up_drift_011,gradual_up_drift,LOT-2026-0211,W19,EQP-03,PVD,temperature_c,99.185,1.077,16,monotonic upward drift; slope=0.179
gradual_up_drift_012,gradual_up_drift,LOT-2026-0212,W21,EQP-06,CVD,film_thickness_nm,99.543,0.833,12,monotonic upward drift; slope=0.218
gradual_up_drift_013,gradual_up_drift,LOT-2026-0213,W15,EQP-08,METROLOGY,particle_count,99.460,1.233,14,monotonic upward drift; slope=0.199
gradual_up_drift_014,gradual_up_drift,LOT-2026-0214,W16,EQP-04,DIFFUSION,temperature_c,99.964,1.249,15,monotonic upward drift; slope=0.232
gradual_up_drift_015,gradual_up_drift,LOT-2026-0215,W11,EQP-10,PHOTO,etch_rate_nm_min,99.859,1.238,17,monotonic upward drift; slope=0.304
gradual_up_drift_016,gradual_up_drift,LOT-2026-0216,W04,EQP-08,PVD,overlay_error_nm,99.152,1.304,12,monotonic upward drift; slope=0.218
gradual_up_drift_017,gradual_up_drift,LOT-2026-0217,W20,EQP-07,METROLOGY,film_thickness_nm,98.700,1.304,14,monotonic upward drift; slope=0.253
gradual_up_drift_018,gradual_up_drift,LOT-2026-0218,W05,EQP-02,DIFFUSION,rf_power_w,99.803,0.764,16,monotonic upward drift; slope=0.153
gradual_up_drift_019,gradual_up_drift,LOT-2026-0219,W24,EQP-07,PVD,film_thickness_nm,98.523,1.259,14,monotonic upward drift; slope=0.257
gradual_up_drift_020,gradual_up_drift,LOT-2026-0220,W01,EQP-09,ETCH,chamber_pressure_mTorr,100.834,1.100,17,monotonic upward drift; slope=0.181
gradual_up_drift_021,gradual_up_drift,LOT-2026-0221,W20,EQP-05,ETCH,etch_rate_nm_min,99.583,0.837,12,monotonic upward drift; slope=0.134
gradual_up_drift_022,gradual_up_drift,LOT-2026-0222,W18,EQP-08,CMP,particle_count,99.744,0.872,13,monotonic upward drift; slope=0.222
gradual_up_drift_023,gradual_up_drift,LOT-2026-0223,W22,EQP-12,CVD,critical_dimension_nm,101.298,1.251,17,monotonic upward drift; slope=0.226
gradual_up_drift_024,gradual_up_drift,LOT-2026-0224,W13,EQP-10,CVD,temperature_c,99.389,1.163,14,monotonic upward drift; slope=0.282
gradual_up_drift_025,gradual_up_drift,LOT-2026-0225,W21,EQP-09,DIFFUSION,overlay_error_nm,100.854,1.281,12,monotonic upward drift; slope=0.209
gradual_up_drift_026,gradual_up_drift,LOT-2026-0226,W18,EQP-01,ETCH,chamber_pressure_mTorr,98.530,0.894,14,monotonic upward drift; slope=0.180
gradual_up_drift_027,gradual_up_drift,LOT-2026-0227,W01,EQP-09,ION_IMPLANT,particle_count,100.374,0.990,15,monotonic upward drift; slope=0.226
gradual_up_drift_028,gradual_up_drift,LOT-2026-0228,W23,EQP-04,ION_IMPLANT,particle_count,99.605,0.999,14,monotonic upward drift; slope=0.197
gradual_up_drift_029,gradual_up_drift,LOT-2026-0229,W09,EQP-11,DIFFUSION,critical_dimension_nm,99.153,1.261,15,monotonic upward drift; slope=0.297
gradual_up_drift_030,gradual_up_drift,LOT-2026-0230,W20,EQP-09,PVD,etch_rate_nm_min,98.958,0.805,14,monotonic upward drift; slope=0.142
gradual_up_drift_031,gradual_up_drift,LOT-2026-0231,W15,EQP-09,CVD,etch_rate_nm_min,99.003,1.245,16,monotonic upward drift; slope=0.250
gradual_up_drift_032,gradual_up_drift,LOT-2026-0232,W19,EQP-09,METROLOGY,overlay_error_nm,100.684,0.752,15,monotonic upward drift; slope=0.131
gradual_up_drift_033,gradual_up_drift,LOT-2026-0233,W20,EQP-07,ETCH,overlay_error_nm,98.918,0.995,12,monotonic upward drift; slope=0.167
gradual_up_drift_034,gradual_up_drift,LOT-2026-0234,W23,EQP-01,PHOTO,chamber_pressure_mTorr,98.854,0.939,14,monotonic upward drift; slope=0.186
gradual_up_drift_035,gradual_up_drift,LOT-2026-0235,W02,EQP-07,ETCH,etch_rate_nm_min,100.770,1.277,12,monotonic upward drift; slope=0.245
gradual_up_drift_036,gradual_up_drift,LOT-2026-0236,W09,EQP-01,PVD,temperature_c,98.628,0.881,15,monotonic upward drift; slope=0.215
gradual_up_drift_037,gradual_up_drift,LOT-2026-0237,W22,EQP-09,PHOTO,chamber_pressure_mTorr,98.781,1.149,17,monotonic upward drift; slope=0.265
gradual_up_drift_038,gradual_up_drift,LOT-2026-0238,W11,EQP-06,CVD,film_thickness_nm,99.105,1.156,12,monotonic upward drift; slope=0.284
gradual_up_drift_039,gradual_up_drift,LOT-2026-0239,W04,EQP-09,METROLOGY,critical_dimension_nm,99.033,1.233,15,monotonic upward drift; slope=0.310
gradual_up_drift_040,gradual_up_drift,LOT-2026-0240,W14,EQP-03,METROLOGY,overlay_error_nm,99.198,1.206,14,monotonic upward drift; slope=0.292
gradual_down_drift_001,gradual_down_drift,LOT-2026-0241,W13,EQP-10,ION_IMPLANT,etch_rate_nm_min,99.189,1.275,14,monotonic downward drift; slope=0.311
gradual_down_drift_002,gradual_down_drift,LOT-2026-0242,W23,EQP-02,PHOTO,chamber_pressure_mTorr,100.041,0.949,13,monotonic downward drift; slope=0.243
gradual_down_drift_003,gradual_down_drift,LOT-2026-0243,W12,EQP-08,PHOTO,particle_count,101.131,1.080,16,monotonic downward drift; slope=0.188
gradual_down_drift_004,gradual_down_drift,LOT-2026-0244,W23,EQP-03,PVD,overlay_error_nm,99.136,0.779,12,monotonic downward drift; slope=0.128
gradual_down_drift_005,gradual_down_drift,LOT-2026-0245,W22,EQP-01,PVD,film_thickness_nm,100.525,0.952,14,monotonic downward drift; slope=0.248
gradual_down_drift_006,gradual_down_drift,LOT-2026-0246,W14,EQP-05,PVD,critical_dimension_nm,99.991,0.856,16,monotonic downward drift; slope=0.166
gradual_down_drift_007,gradual_down_drift,LOT-2026-0247,W17,EQP-12,CMP,particle_count,98.980,0.953,14,monotonic downward drift; slope=0.227
gradual_down_drift_008,gradual_down_drift,LOT-2026-0248,W24,EQP-08,ION_IMPLANT,overlay_error_nm,98.716,0.855,16,monotonic downward drift; slope=0.161
gradual_down_drift_009,gradual_down_drift,LOT-2026-0249,W25,EQP-09,ION_IMPLANT,critical_dimension_nm,99.297,0.757,17,monotonic downward drift; slope=0.144
gradual_down_drift_010,gradual_down_drift,LOT-2026-0250,W16,EQP-07,PVD,rf_power_w,99.347,1.325,13,monotonic downward drift; slope=0.348
gradual_down_drift_011,gradual_down_drift,LOT-2026-0251,W20,EQP-02,ETCH,particle_count,100.641,1.073,16,monotonic downward drift; slope=0.283
gradual_down_drift_012,gradual_down_drift,LOT-2026-0252,W17,EQP-12,CVD,chamber_pressure_mTorr,100.455,0.934,13,monotonic downward drift; slope=0.236
gradual_down_drift_013,gradual_down_drift,LOT-2026-0253,W12,EQP-07,METROLOGY,etch_rate_nm_min,99.727,1.241,14,monotonic downward drift; slope=0.246
gradual_down_drift_014,gradual_down_drift,LOT-2026-0254,W09,EQP-11,CMP,film_thickness_nm,99.739,0.835,12,monotonic downward drift; slope=0.179
gradual_down_drift_015,gradual_down_drift,LOT-2026-0255,W04,EQP-04,ION_IMPLANT,temperature_c,100.689,0.902,15,monotonic downward drift; slope=0.243
gradual_down_drift_016,gradual_down_drift,LOT-2026-0256,W16,EQP-01,DIFFUSION,rf_power_w,100.270,1.350,13,monotonic downward drift; slope=0.325
gradual_down_drift_017,gradual_down_drift,LOT-2026-0257,W13,EQP-07,ION_IMPLANT,chamber_pressure_mTorr,99.217,1.044,17,monotonic downward drift; slope=0.171
gradual_down_drift_018,gradual_down_drift,LOT-2026-0258,W25,EQP-06,DIFFUSION,temperature_c,100.542,0.810,17,monotonic downward drift; slope=0.158
gradual_down_drift_019,gradual_down_drift,LOT-2026-0259,W21,EQP-10,PHOTO,etch_rate_nm_min,101.143,1.015,12,monotonic downward drift; slope=0.179
gradual_down_drift_020,gradual_down_drift,LOT-2026-0260,W09,EQP-07,PHOTO,overlay_error_nm,100.676,0.796,14,monotonic downward drift; slope=0.168
gradual_down_drift_021,gradual_down_drift,LOT-2026-0261,W09,EQP-10,CMP,particle_count,99.540,0.964,15,monotonic downward drift; slope=0.205
gradual_down_drift_022,gradual_down_drift,LOT-2026-0262,W14,EQP-07,ETCH,rf_power_w,101.067,0.862,13,monotonic downward drift; slope=0.226
gradual_down_drift_023,gradual_down_drift,LOT-2026-0263,W17,EQP-10,PHOTO,rf_power_w,99.812,1.208,17,monotonic downward drift; slope=0.307
gradual_down_drift_024,gradual_down_drift,LOT-2026-0264,W13,EQP-11,METROLOGY,temperature_c,99.232,0.887,17,monotonic downward drift; slope=0.188
gradual_down_drift_025,gradual_down_drift,LOT-2026-0265,W17,EQP-11,PVD,etch_rate_nm_min,99.221,0.880,17,monotonic downward drift; slope=0.225
gradual_down_drift_026,gradual_down_drift,LOT-2026-0266,W08,EQP-02,ION_IMPLANT,temperature_c,101.366,1.325,17,monotonic downward drift; slope=0.293
gradual_down_drift_027,gradual_down_drift,LOT-2026-0267,W18,EQP-10,METROLOGY,particle_count,101.068,1.256,15,monotonic downward drift; slope=0.211
gradual_down_drift_028,gradual_down_drift,LOT-2026-0268,W21,EQP-01,PHOTO,overlay_error_nm,99.365,0.807,17,monotonic downward drift; slope=0.192
gradual_down_drift_029,gradual_down_drift,LOT-2026-0269,W04,EQP-11,CMP,critical_dimension_nm,99.421,0.794,12,monotonic downward drift; slope=0.135
gradual_down_drift_030,gradual_down_drift,LOT-2026-0270,W06,EQP-06,ION_IMPLANT,particle_count,99.568,1.188,13,monotonic downward drift; slope=0.318
gradual_down_drift_031,gradual_down_drift,LOT-2026-0271,W18,EQP-05,DIFFUSION,particle_count,100.355,1.004,15,monotonic downward drift; slope=0.207
gradual_down_drift_032,gradual_down_drift,LOT-2026-0272,W10,EQP-07,CVD,chamber_pressure_mTorr,99.231,0.976,13,monotonic downward drift; slope=0.174
gradual_down_drift_033,gradual_down_drift,LOT-2026-0273,W12,EQP-05,METROLOGY,film_thickness_nm,98.824,0.968,15,monotonic downward drift; slope=0.237
gradual_down_drift_034,gradual_down_drift,LOT-2026-0274,W09,EQP-06,ION_IMPLANT,particle_count,101.298,0.970,13,monotonic downward drift; slope=0.260
gradual_down_drift_035,gradual_down_drift,LOT-2026-0275,W03,EQP-05,ION_IMPLANT,rf_power_w,100.183,1.288,12,monotonic downward drift; slope=0.264
gradual_down_drift_036,gradual_down_drift,LOT-2026-0276,W01,EQP-09,ION_IMPLANT,chamber_pressure_mTorr,98.800,0.927,13,monotonic downward drift; slope=0.195
gradual_down_drift_037,gradual_down_drift,LOT-2026-0277,W02,EQP-04,PHOTO,film_thickness_nm,100.094,1.022,15,monotonic downward drift; slope=0.254
gradual_down_drift_038,gradual_down_drift,LOT-2026-0278,W02,EQP-11,METROLOGY,overlay_error_nm,101.415,0.814,16,monotonic downward drift; slope=0.169
gradual_down_drift_039,gradual_down_drift,LOT-2026-0279,W19,EQP-01,PHOTO,overlay_error_nm,99.324,1.223,14,monotonic downward drift; slope=0.249
gradual_down_drift_040,gradual_down_drift,LOT-2026-0280,W03,EQP-12,CVD,temperature_c,100.292,0.912,15,monotonic downward drift; slope=0.178
level_shift_001,level_shift,LOT-2026-0281,W09,EQP-04,CMP,chamber_pressure_mTorr,99.118,0.917,17,abrupt baseline shift; shift=2.736
level_shift_002,level_shift,LOT-2026-0282,W19,EQP-03,METROLOGY,etch_rate_nm_min,99.817,1.144,17,abrupt baseline shift; shift=-3.501
level_shift_003,level_shift,LOT-2026-0283,W05,EQP-03,PHOTO,etch_rate_nm_min,98.682,1.069,16,abrupt baseline shift; shift=-2.854
level_shift_004,level_shift,LOT-2026-0284,W16,EQP-02,DIFFUSION,rf_power_w,99.378,1.122,17,abrupt baseline shift; shift=-2.920
level_shift_005,level_shift,LOT-2026-0285,W20,EQP-08,ION_IMPLANT,rf_power_w,101.460,1.019,15,abrupt baseline shift; shift=3.163
level_shift_006,level_shift,LOT-2026-0286,W07,EQP-06,CVD,etch_rate_nm_min,101.410,1.009,17,abrupt baseline shift; shift=-2.651
level_shift_007,level_shift,LOT-2026-0287,W19,EQP-08,CMP,rf_power_w,98.834,1.164,13,abrupt baseline shift; shift=-3.002
level_shift_008,level_shift,LOT-2026-0288,W18,EQP-01,CVD,critical_dimension_nm,99.332,1.169,12,abrupt baseline shift; shift=-3.046
level_shift_009,level_shift,LOT-2026-0289,W24,EQP-03,DIFFUSION,critical_dimension_nm,99.507,1.283,13,abrupt baseline shift; shift=3.905
level_shift_010,level_shift,LOT-2026-0290,W04,EQP-12,METROLOGY,rf_power_w,100.123,1.231,15,abrupt baseline shift; shift=-3.938
level_shift_011,level_shift,LOT-2026-0291,W21,EQP-05,PHOTO,temperature_c,100.047,1.172,16,abrupt baseline shift; shift=2.799
level_shift_012,level_shift,LOT-2026-0292,W23,EQP-04,CMP,chamber_pressure_mTorr,100.789,0.921,17,abrupt baseline shift; shift=-2.601
level_shift_013,level_shift,LOT-2026-0293,W14,EQP-09,ION_IMPLANT,temperature_c,99.840,1.329,17,abrupt baseline shift; shift=-3.235
level_shift_014,level_shift,LOT-2026-0294,W14,EQP-06,DIFFUSION,rf_power_w,101.311,0.860,17,abrupt baseline shift; shift=-2.181
level_shift_015,level_shift,LOT-2026-0295,W03,EQP-01,ETCH,overlay_error_nm,99.951,1.009,17,abrupt baseline shift; shift=2.240
level_shift_016,level_shift,LOT-2026-0296,W19,EQP-12,CVD,temperature_c,99.166,1.077,14,abrupt baseline shift; shift=2.956
level_shift_017,level_shift,LOT-2026-0297,W06,EQP-02,METROLOGY,temperature_c,100.031,0.842,17,abrupt baseline shift; shift=2.528
level_shift_018,level_shift,LOT-2026-0298,W22,EQP-12,METROLOGY,etch_rate_nm_min,98.815,0.877,12,abrupt baseline shift; shift=2.061
level_shift_019,level_shift,LOT-2026-0299,W06,EQP-07,PVD,chamber_pressure_mTorr,100.076,1.091,12,abrupt baseline shift; shift=-2.975
level_shift_020,level_shift,LOT-2026-0300,W21,EQP-01,METROLOGY,etch_rate_nm_min,100.743,1.271,16,abrupt baseline shift; shift=-3.223
level_shift_021,level_shift,LOT-2026-0301,W01,EQP-08,CMP,critical_dimension_nm,100.011,1.110,16,abrupt baseline shift; shift=2.488
level_shift_022,level_shift,LOT-2026-0302,W04,EQP-01,METROLOGY,chamber_pressure_mTorr,101.042,1.079,16,abrupt baseline shift; shift=-2.375
level_shift_023,level_shift,LOT-2026-0303,W10,EQP-07,CVD,overlay_error_nm,100.227,1.150,14,abrupt baseline shift; shift=3.648
level_shift_024,level_shift,LOT-2026-0304,W19,EQP-11,PHOTO,etch_rate_nm_min,100.183,1.337,14,abrupt baseline shift; shift=4.231
level_shift_025,level_shift,LOT-2026-0305,W08,EQP-08,DIFFUSION,rf_power_w,101.136,1.131,13,abrupt baseline shift; shift=-2.834
level_shift_026,level_shift,LOT-2026-0306,W23,EQP-05,METROLOGY,temperature_c,100.794,1.264,14,abrupt baseline shift; shift=3.771
level_shift_027,level_shift,LOT-2026-0307,W25,EQP-08,ION_IMPLANT,rf_power_w,99.568,1.344,12,abrupt baseline shift; shift=-4.076
level_shift_028,level_shift,LOT-2026-0308,W23,EQP-10,PHOTO,critical_dimension_nm,101.283,0.843,12,abrupt baseline shift; shift=-2.556
level_shift_029,level_shift,LOT-2026-0309,W09,EQP-08,DIFFUSION,particle_count,99.398,0.951,12,abrupt baseline shift; shift=2.340
level_shift_030,level_shift,LOT-2026-0310,W20,EQP-06,CVD,overlay_error_nm,100.991,1.289,13,abrupt baseline shift; shift=3.169
level_shift_031,level_shift,LOT-2026-0311,W08,EQP-05,ION_IMPLANT,rf_power_w,99.374,0.934,13,abrupt baseline shift; shift=-2.700
level_shift_032,level_shift,LOT-2026-0312,W07,EQP-08,METROLOGY,etch_rate_nm_min,100.733,1.170,17,abrupt baseline shift; shift=2.841
level_shift_033,level_shift,LOT-2026-0313,W16,EQP-01,METROLOGY,particle_count,101.375,0.804,15,abrupt baseline shift; shift=1.865
level_shift_034,level_shift,LOT-2026-0314,W07,EQP-02,METROLOGY,etch_rate_nm_min,100.576,0.829,15,abrupt baseline shift; shift=1.864
level_shift_035,level_shift,LOT-2026-0315,W12,EQP-10,ION_IMPLANT,critical_dimension_nm,100.194,1.016,17,abrupt baseline shift; shift=-2.558
level_shift_036,level_shift,LOT-2026-0316,W06,EQP-11,CVD,etch_rate_nm_min,99.969,0.896,16,abrupt baseline shift; shift=2.411
level_shift_037,level_shift,LOT-2026-0317,W13,EQP-09,ETCH,critical_dimension_nm,100.341,0.892,14,abrupt baseline shift; shift=2.364
level_shift_038,level_shift,LOT-2026-0318,W13,EQP-09,CMP,overlay_error_nm,99.622,0.806,13,abrupt baseline shift; shift=2.107
level_shift_039,level_shift,LOT-2026-0319,W08,EQP-01,CVD,rf_power_w,98.540,0.895,12,abrupt baseline shift; shift=2.444
level_shift_040,level_shift,LOT-2026-0320,W08,EQP-01,ION_IMPLANT,particle_count,100.185,1.156,16,abrupt baseline shift; shift=-3.258
variance_increase_001,variance_increase,LOT-2026-0321,W21,EQP-02,PHOTO,critical_dimension_nm,99.531,1.220,14,same mean with wider post-start variance
variance_increase_002,variance_increase,LOT-2026-0322,W15,EQP-10,ION_IMPLANT,temperature_c,100.128,1.270,14,same mean with wider post-start variance
variance_increase_003,variance_increase,LOT-2026-0323,W14,EQP-07,METROLOGY,film_thickness_nm,101.420,1.202,15,same mean with wider post-start variance
variance_increase_004,variance_increase,LOT-2026-0324,W15,EQP-01,PVD,critical_dimension_nm,100.698,0.802,12,same mean with wider post-start variance
variance_increase_005,variance_increase,LOT-2026-0325,W19,EQP-04,ION_IMPLANT,particle_count,99.928,0.789,14,same mean with wider post-start variance
variance_increase_006,variance_increase,LOT-2026-0326,W17,EQP-01,CMP,film_thickness_nm,99.955,1.012,16,same mean with wider post-start variance
variance_increase_007,variance_increase,LOT-2026-0327,W02,EQP-10,CMP,particle_count,99.789,0.919,15,same mean with wider post-start variance
variance_increase_008,variance_increase,LOT-2026-0328,W10,EQP-12,CVD,rf_power_w,99.118,1.186,14,same mean with wider post-start variance
variance_increase_009,variance_increase,LOT-2026-0329,W25,EQP-11,PVD,film_thickness_nm,101.316,0.804,12,same mean with wider post-start variance
variance_increase_010,variance_increase,LOT-2026-0330,W04,EQP-03,CMP,particle_count,101.189,1.066,12,same mean with wider post-start variance
variance_increase_011,variance_increase,LOT-2026-0331,W06,EQP-01,PVD,rf_power_w,99.284,1.174,14,same mean with wider post-start variance
variance_increase_012,variance_increase,LOT-2026-0332,W04,EQP-05,CMP,particle_count,101.485,1.093,14,same mean with wider post-start variance
variance_increase_013,variance_increase,LOT-2026-0333,W06,EQP-03,CMP,etch_rate_nm_min,99.071,0.879,17,same mean with wider post-start variance
variance_increase_014,variance_increase,LOT-2026-0334,W22,EQP-09,DIFFUSION,chamber_pressure_mTorr,99.282,0.823,16,same mean with wider post-start variance
variance_increase_015,variance_increase,LOT-2026-0335,W01,EQP-12,PHOTO,rf_power_w,99.445,1.139,14,same mean with wider post-start variance
variance_increase_016,variance_increase,LOT-2026-0336,W19,EQP-07,CMP,overlay_error_nm,100.519,1.167,17,same mean with wider post-start variance
variance_increase_017,variance_increase,LOT-2026-0337,W06,EQP-11,PVD,overlay_error_nm,100.220,1.023,16,same mean with wider post-start variance
variance_increase_018,variance_increase,LOT-2026-0338,W13,EQP-08,CMP,overlay_error_nm,100.650,0.897,17,same mean with wider post-start variance
variance_increase_019,variance_increase,LOT-2026-0339,W24,EQP-01,CVD,overlay_error_nm,98.830,0.971,12,same mean with wider post-start variance
variance_increase_020,variance_increase,LOT-2026-0340,W05,EQP-12,METROLOGY,critical_dimension_nm,101.075,0.821,14,same mean with wider post-start variance
variance_increase_021,variance_increase,LOT-2026-0341,W07,EQP-05,PHOTO,etch_rate_nm_min,101.397,0.805,15,same mean with wider post-start variance
variance_increase_022,variance_increase,LOT-2026-0342,W03,EQP-02,CVD,film_thickness_nm,100.617,0.793,12,same mean with wider post-start variance
variance_increase_023,variance_increase,LOT-2026-0343,W13,EQP-09,METROLOGY,film_thickness_nm,100.620,0.994,13,same mean with wider post-start variance
variance_increase_024,variance_increase,LOT-2026-0344,W06,EQP-08,PHOTO,critical_dimension_nm,100.741,0.783,16,same mean with wider post-start variance
variance_increase_025,variance_increase,LOT-2026-0345,W13,EQP-10,ION_IMPLANT,rf_power_w,98.621,1.034,15,same mean with wider post-start variance
variance_increase_026,variance_increase,LOT-2026-0346,W24,EQP-12,ION_IMPLANT,particle_count,99.937,0.886,13,same mean with wider post-start variance
variance_increase_027,variance_increase,LOT-2026-0347,W22,EQP-12,ETCH,temperature_c,100.491,1.019,14,same mean with wider post-start variance
variance_increase_028,variance_increase,LOT-2026-0348,W15,EQP-01,ION_IMPLANT,overlay_error_nm,101.441,0.781,12,same mean with wider post-start variance
variance_increase_029,variance_increase,LOT-2026-0349,W23,EQP-11,METROLOGY,critical_dimension_nm,101.018,0.831,14,same mean with wider post-start variance
variance_increase_030,variance_increase,LOT-2026-0350,W10,EQP-05,PVD,temperature_c,99.901,0.927,13,same mean with wider post-start variance
variance_increase_031,variance_increase,LOT-2026-0351,W25,EQP-04,CVD,critical_dimension_nm,99.372,0.954,16,same mean with wider post-start variance
variance_increase_032,variance_increase,LOT-2026-0352,W12,EQP-10,ETCH,chamber_pressure_mTorr,99.642,0.969,12,same mean with wider post-start variance
variance_increase_033,variance_increase,LOT-2026-0353,W25,EQP-07,METROLOGY,chamber_pressure_mTorr,100.823,0.928,16,same mean with wider post-start variance
variance_increase_034,variance_increase,LOT-2026-0354,W24,EQP-10,CVD,film_thickness_nm,99.975,1.029,14,same mean with wider post-start variance
variance_increase_035,variance_increase,LOT-2026-0355,W07,EQP-04,DIFFUSION,particle_count,100.462,1.318,16,same mean with wider post-start variance
variance_increase_036,variance_increase,LOT-2026-0356,W08,EQP-02,METROLOGY,temperature_c,99.391,1.026,13,same mean with wider post-start variance
variance_increase_037,variance_increase,LOT-2026-0357,W18,EQP-03,CMP,overlay_error_nm,101.380,0.909,16,same mean with wider post-start variance
variance_increase_038,variance_increase,LOT-2026-0358,W04,EQP-03,ETCH,critical_dimension_nm,99.809,1.276,14,same mean with wider post-start variance
variance_increase_039,variance_increase,LOT-2026-0359,W11,EQP-02,DIFFUSION,rf_power_w,100.906,1.282,12,same mean with wider post-start variance
variance_increase_040,variance_increase,LOT-2026-0360,W24,EQP-04,CMP,temperature_c,100.740,0.879,17,same mean with wider post-start variance
measurement_error_001,measurement_error,LOT-2026-0361,W21,EQP-06,PHOTO,overlay_error_nm,101.319,1.346,12,4 invalid raw readings
measurement_error_002,measurement_error,LOT-2026-0362,W10,EQP-12,DIFFUSION,critical_dimension_nm,99.558,1.068,13,4 invalid raw readings
measurement_error_003,measurement_error,LOT-2026-0363,W02,EQP-05,METROLOGY,chamber_pressure_mTorr,101.099,1.027,13,2 invalid raw readings
measurement_error_004,measurement_error,LOT-2026-0364,W01,EQP-09,DIFFUSION,particle_count,100.083,1.015,12,2 invalid raw readings
measurement_error_005,measurement_error,LOT-2026-0365,W14,EQP-01,CVD,overlay_error_nm,98.584,1.214,12,2 invalid raw readings
measurement_error_006,measurement_error,LOT-2026-0366,W14,EQP-05,CVD,critical_dimension_nm,100.207,1.344,15,2 invalid raw readings
measurement_error_007,measurement_error,LOT-2026-0367,W23,EQP-01,PVD,critical_dimension_nm,99.132,1.294,12,3 invalid raw readings
measurement_error_008,measurement_error,LOT-2026-0368,W14,EQP-09,ION_IMPLANT,overlay_error_nm,99.395,1.104,15,2 invalid raw readings
measurement_error_009,measurement_error,LOT-2026-0369,W01,EQP-07,PVD,temperature_c,100.023,0.947,16,2 invalid raw readings
measurement_error_010,measurement_error,LOT-2026-0370,W14,EQP-06,ETCH,film_thickness_nm,99.053,1.014,13,4 invalid raw readings
measurement_error_011,measurement_error,LOT-2026-0371,W01,EQP-03,CMP,particle_count,99.599,0.975,12,3 invalid raw readings
measurement_error_012,measurement_error,LOT-2026-0372,W13,EQP-11,CMP,film_thickness_nm,100.508,1.044,12,3 invalid raw readings
measurement_error_013,measurement_error,LOT-2026-0373,W21,EQP-09,PHOTO,film_thickness_nm,101.365,1.307,13,4 invalid raw readings
measurement_error_014,measurement_error,LOT-2026-0374,W08,EQP-06,DIFFUSION,overlay_error_nm,99.274,1.295,14,4 invalid raw readings
measurement_error_015,measurement_error,LOT-2026-0375,W20,EQP-11,CMP,etch_rate_nm_min,99.478,1.231,12,2 invalid raw readings
measurement_error_016,measurement_error,LOT-2026-0376,W13,EQP-01,METROLOGY,film_thickness_nm,101.403,1.236,16,4 invalid raw readings
measurement_error_017,measurement_error,LOT-2026-0377,W03,EQP-03,CMP,critical_dimension_nm,101.449,0.946,15,3 invalid raw readings
measurement_error_018,measurement_error,LOT-2026-0378,W19,EQP-07,ION_IMPLANT,chamber_pressure_mTorr,99.211,1.106,15,3 invalid raw readings
measurement_error_019,measurement_error,LOT-2026-0379,W12,EQP-05,PVD,overlay_error_nm,100.706,0.786,15,4 invalid raw readings
measurement_error_020,measurement_error,LOT-2026-0380,W04,EQP-04,ION_IMPLANT,film_thickness_nm,100.982,0.810,13,3 invalid raw readings
measurement_error_021,measurement_error,LOT-2026-0381,W21,EQP-07,DIFFUSION,temperature_c,100.720,0.867,16,2 invalid raw readings
measurement_error_022,measurement_error,LOT-2026-0382,W09,EQP-10,CVD,temperature_c,99.594,0.928,16,4 invalid raw readings
measurement_error_023,measurement_error,LOT-2026-0383,W09,EQP-03,CVD,particle_count,100.247,1.270,16,4 invalid raw readings
measurement_error_024,measurement_error,LOT-2026-0384,W19,EQP-10,METROLOGY,rf_power_w,98.762,0.783,14,4 invalid raw readings
measurement_error_025,measurement_error,LOT-2026-0385,W20,EQP-04,ETCH,particle_count,100.934,1.338,16,2 invalid raw readings
